Date,Portfolio WB returns (%),Portfolio WS returns (%),Portfolio LB returns (%),Portfolio LS returns (%)
1993-10-01,-1.1415217208595,1.05826439636054,-0.621320863911268,1.38057744177873
1993-10-04,-0.563769093844191,-1.59987286117124,-0.2171746220338,-0.555625540387139
1993-10-05,-0.336489739795476,-0.869620486434708,-0.562067198983729,1.00305494715098
1993-10-06,-0.753798689133089,-1.01179770381377,-0.900317883605362,-1.22097642323229
1993-10-07,0.507870567801727,-0.117671916808093,0.0863268467812928,0.369382444372035
1993-10-08,0.710201492268658,1.87497090769733,-0.272709145979433,1.9688102882935
1993-10-11,0.192944975721709,2.9924703896961,1.96285948877084,3.46796315700386
1993-10-12,0.960989323363171,0.259776555991165,-2.9647764295421,0.432265674105192
1993-10-19,1.3066664185144,1.63065230563666,1.61314248954958,0.531120873820545
1993-10-20,-0.046513982857288,0.520591888437827,0.0818565159967699,1.5338405438563
1993-10-21,-1.66622105257644,-2.3541300172998,-2.24981888344037,-3.17140218181062
1993-10-22,0.910379694083696,0.481039707987096,-0.369371852311728,1.54603203475023
1993-10-25,0.492212217757526,0.0176625202919389,-0.352264427125293,0.563649243952935
1993-10-26,-1.16493644979799,-0.881892424373476,0.275902562668584,-1.69128395924926
1993-10-27,-0.120063894610745,-1.04160186208289,-0.772325751581515,-1.96513290142779
1993-10-28,-0.265020851291364,-0.488722077231207,-4.90943818210349,-0.546933544988215
1993-10-29,-0.921904146327557,-0.703991862707254,-0.379680641917657,-1.54957241456402
1993-11-01,-1.91686797881544,-2.13845691996998,-1.87952167929922,-1.11477266377039
1993-11-02,0.0326747004319117,-0.832774624129384,-0.978585277340904,-0.969560268828429
1993-11-03,0.971580380827963,0.401219058106794,0.160575744119207,0.419608448707098
1993-11-04,0.330948739618808,0.615487536279713,-0.501554316542407,0.38647365986153
1993-11-05,1.4380311633664,1.17635665064959,0.647219399416743,0.844795938244047
1993-11-08,1.9414259028067,1.86128255220142,1.342598419244,0.606095067270385
1993-11-09,0.951416816214912,0.137857479372872,3.37826513254227,0.399918055968707
1993-11-10,0.963380290323501,0.242705003614185,-0.390306599165879,-0.304367290897212
1993-11-16,3.05639297751303,1.81263783467123,-0.869523429209507,1.87140404178965
1993-11-17,1.29159340758227,1.92433536742227,-1.04675247602362,0.750886422219099
1993-11-18,1.5095301258645,0.779588835786393,0.0289434410092326,0.0771634841639113
1993-11-19,0.982079061350505,1.29756467480882,0.649413047847891,1.24828881145949
1993-11-22,2.07092391153614,1.64532966315198,1.79808807978523,0.539597579059636
1993-11-23,0.778883203407643,0.680282939890886,0.132860998615447,-0.146753194710281
1993-11-24,0.552146881207083,-0.426252251778425,0.434573432410867,-2.20794439658623
1993-11-25,0.692080522503025,-0.416558850268844,-2.0534727210049,-1.41365449664994
1993-11-26,3.80267956121312,2.4236784161705,2.19416851920433,2.37208902875414
1993-12-01,1.96562751831393,1.95677505179297,3.28742904655681,-0.231900725477696
1993-12-02,1.14095590873133,1.55457741118132,-7.49743051208533,1.03671638378855
1993-12-03,-1.71203932843504,0.41202477963036,3.78696253097515,1.19238184204542
1993-12-06,-1.24873439760113,-0.887740074539256,7.08221691634101,0.371007757147157
1993-12-07,1.90063715186821,0.906286091947806,-2.01140908522328,0.00219153333613775
1993-12-08,1.2686024007569,1.78965255107228,1.17033023163968,0.922816490420675
1993-12-09,-0.121933306339128,1.06061446878638,3.53935756735133,1.65527259229987
1993-12-10,2.47514926251211,1.14970842095123,3.55332597795157,2.52326849560027
1993-12-13,2.19138657190401,1.86644693959976,-3.3303987038881,3.57124890494402
1993-12-24,-1.98700040638831,-0.246408636487239,2.34983300076692,-1.62209954079694
1994-01-03,4.92526924350094,4.42213629114165,2.76138625747766,7.62443637104631
1994-01-04,-0.174740784092031,2.83589266565454,15.4275779794718,5.52944988583666
1994-01-05,-0.814104204759281,-1.51440807635957,-2.00742306582341,2.56626622756333
1994-01-06,0.533453903782455,1.80671683985085,1.4590009309231,3.67872513954992
1994-01-07,4.69597344436787,3.62371393627769,2.42904630513179,5.16811923019893
1994-01-10,3.837770312285,2.61504424962753,2.60052154586066,4.98274721695371
1994-01-11,-0.633412071628181,-2.20148111514937,4.07458533492355,-0.577724733498897
1994-01-12,2.25375178322844,-0.658726241852392,-0.573027468044529,-1.2833093931214
1994-01-13,0.0992888186288177,0.183795150852051,2.83576042399865,1.18537624531676
1994-01-14,1.09289271517241,0.636315211207794,1.17210099295515,1.09133290336427
1994-01-17,0.891021331926645,1.28045372638583,4.22864175140878,2.12947013948619
1994-01-18,-0.751399055030522,-1.12971998861991,2.19847588291726,-2.18209782230482
1994-01-19,-3.51586265785352,-2.81037288135297,-4.25196507615703,-5.4738291093288
1994-01-20,-1.03112258297205,0.214160959925058,-3.40919506865384,-1.37087067747773
1994-01-24,2.75950812500201,1.01907392180969,0.310439423233966,0.864812886051158
1994-01-25,2.89255405512077,2.53569127744697,-1.17515801044181,1.21456936473359
1994-01-27,2.02093869504529,2.59398152370169,-0.308944479571294,0.726612603324672
1994-01-28,0.985453357729682,2.84008786218166,-2.53104264492663,1.85500784428931
1994-01-31,-1.52142241920915,0.223781268541412,-3.53988328265618,-2.73013228476594
1994-02-01,-0.839890475886007,1.7852272926616,NA,-0.830649128926064
1994-02-02,2.53080415351596,3.41555852393809,NA,2.54631302531698
1994-02-03,-0.235012196237816,2.25053396443531,NA,2.01385501383782
1994-02-04,-2.32988823374078,-0.452247861234212,NA,-0.179410439243499
1994-02-07,3.87399105376087,-0.54592767030005,NA,0.207617018345929
1994-02-08,-0.513708355212628,-0.379149083495167,NA,-0.443861723755723
1994-02-09,-2.40066287389125,-2.86011188415539,NA,-2.46025282248482
1994-02-10,-0.363887678610586,-1.00349350235982,NA,-0.418376415127653
1994-02-11,0.681350547820148,4.08932901587447,NA,3.41386375293449
1994-02-14,-2.26604303909171,-0.582945160205472,NA,-1.26521039333261
1994-02-15,-0.132360363658823,-0.763622832939648,NA,-0.416068276344272
