Date,Open,High,Low,Close,Shares Traded,Turnover (₹ Cr),SMB,HML,WML,MF,RF,Simple_Return,Log_Return,Intraday_Return
2024-09-25,25899.45,26032.8,25871.35,26004.15,278540972,27868.08,-0.161565899105531,0.278687531136845,0.193434741569409,-0.180171550407016,0.0176186984476301,0.0024575565527131804,0.0024545416990469533,0.006240493828114912
2024-09-26,26005.4,26250.9,25998.4,26216.05,370895477,40838.36,-1.20668344521057,0.299292327408263,-0.149227438603217,0.328406603579934,0.0176186984476301,0.0081486993422204,0.008115677958002051,0.009712136131454243
2024-09-27,26248.25,26277.35,26151.4,26178.95,490332370,55420.63,-1.05147625375807,1.38604753998219,0.199211713639902,0.244252884834406,0.0176186984476301,-0.0014151636116043198,-0.0014161659013423675,0.0048161857491376015
2024-09-30,26061.3,26134.7,25794.1,25810.85,375370974,36028.06,0.508405308237969,0.815864345884831,-0.951772205619117,-0.715994513217633,0.0528654084458458,-0.014060915353747983,-0.014160706565616464,0.013204570037334204
2024-10-01,25788.45,25907.6,25739.2,25796.9,247423786,27473.29,0.970012860631453,-0.171556313340915,-0.0941269529609601,0.155324332766371,0.0176186984475857,-0.0005404703835788505,-0.0005406164903432377,0.006542549885000226
2024-10-03,25452.85,25639.45,25230.3,25250.1,423395030,45689.5,0.619614538623092,-0.0912703355989808,0.228682586197859,-2.06794407594288,0.0352405010805912,-0.0211963452973033,-0.021424213560051142,0.01621661256505081
2024-10-04,25181.9,25485.05,24966.8,25014.6,374914801,42719.71,-0.255015642448753,0.168255305991316,0.208129684972991,-0.950540662056409,0.0171759303914554,-0.009326695735858426,-0.009370461703002124,0.02075756604771136
2024-10-07,25084.1,25143.0,24694.35,24795.75,374345795,40550.24,-1.75441968219894,-0.917291112851149,-0.591421395542591,-1.8651744219974,0.0515366420585028,-0.008748890647861551,-0.00878738688905138,0.018168123477637656
2024-10-08,24832.2,25044.0,24756.8,25013.15,333220055,33493.36,1.54817259089499,-0.293624408139415,1.05051524028954,1.68940984019774,0.0171759303914554,0.008767631549761568,0.008729419061179721,0.011600853098946581
2024-10-09,25065.8,25234.05,24947.7,24981.95,290562844,30877.63,1.13094687167914,-0.599353279151971,1.22525837537992,0.55615974471992,0.017175930391411,-0.0012473438971101203,-0.0012481224780150524,0.011478012001106255
2024-10-10,25067.05,25134.05,24979.4,24998.45,261364749,28046.45,0.850944956036659,0.115517248031161,0.365659215887715,-0.0776123578772658,0.017063004111173,0.0006604768642959336,0.0006602588454441217,0.006191101467609222
2024-10-11,24985.3,25028.65,24920.05,24964.25,210462717,21734.97,0.0428582321877036,0.163873966099315,0.327447738728659,0.14780545980162,0.0170630041111286,-0.0013680848212589414,-0.001369021503702845,0.004357936681507549
2024-10-14,25023.45,25159.75,25017.5,25127.95,206423311,21270.9,0.0610660216436187,-0.350790144017454,0.476838473934671,0.12065060753903,0.0511977472134717,0.006557377049180246,0.006535970979785449,0.005686019786149695
2024-10-15,25186.3,25212.05,25008.15,25057.35,257228772,29113.88,0.68802818425735,-0.623325044933032,0.405980125462846,0.0957252289345734,0.0170630041111286,-0.002809620362982379,-0.002813574754904617,0.008153342010504487
2024-10-16,25008.55,25093.4,24908.45,24971.3,226774456,24115.83,0.909026767465004,0.366941038572999,-0.10609163319063,-0.158708365079063,0.0170630041111286,-0.0034341221238478603,-0.003440032255851283,0.007425191049623751
2024-10-17,25027.4,25029.5,24728.9,24749.85,252755662,32606.34,0.184552744557576,-0.497016090766456,-0.293646579299034,-1.40019169630149,0.0171183154954901,-0.008868180671410819,-0.008907737021175087,0.012155817686997744
2024-10-18,24664.95,24886.2,24567.65,24854.05,290855392,31772.76,-0.505113527144807,0.516843857042848,0.492098442857314,0.0060797791106681,0.0171183154954901,0.0042101265260194864,0.004201288740118153,0.012966238122083279
2024-10-21,24956.15,24978.3,24679.6,24781.1,241978957,32207.22,-0.624576236054708,-0.677578831630654,-0.422225735660164,-1.1493699204881,0.0513637380898491,-0.0029351353199982277,-0.002939451277019082,0.012103113502649991
2024-10-22,24798.65,24882.0,24445.8,24472.1,279484697,32801.59,-1.49547259067632,-0.539661168252681,-0.796162101179421,-2.31515044453525,0.0171183154954901,-0.01246918014131737,-0.01254757271040544,0.01784355594826108
2024-10-23,24378.15,24604.25,24378.1,24435.5,284556771,31928.1,0.804478817524168,-0.684790446346994,-0.0364614954810327,0.0684634442659204,0.0171183154954901,-0.0014955806816742134,-0.0014967001787999864,0.009276768903236981
2024-10-24,24412.7,24480.65,24341.2,24399.4,216686434,27817.66,-0.562935841936074,0.652531576548299,-0.157951242952326,-0.523122122196973,0.0171908465639747,-0.0014773587608192251,-0.0014784511312879243,0.0057289698124990025
2024-10-25,24418.05,24440.25,24073.9,24180.8,372642214,37068.91,-0.68020527344046,-1.63100635813196,-0.631867711566558,-1.49997318407399,0.0171908465639747,-0.00895923670254195,-0.008999611999159645,0.015217725420476056
2024-10-28,24251.1,24492.6,24134.9,24339.15,278562235,28136.06,0.587046597850605,0.525127220560995,-0.023363449806435,0.644152734604431,0.0515814059561137,0.006548584000529489,0.00652723517668224,0.014820861076697937
2024-10-29,24328.85,24484.5,24140.85,24466.85,332044690,35579.48,0.353191068328895,0.31897505616747,0.0557388070404841,0.246551668552986,0.0171908465639747,0.00524669103070563,0.005232975101896011,0.014235207128166633
2024-10-30,24371.45,24498.2,24307.3,24340.85,285196335,31068.7,2.29588178670559,-0.18202789391516,0.0819646661304629,0.399072054293237,0.0171908465640191,-0.005149825171609779,-0.005163131223478209,0.007853607763922832
2024-10-31,24349.85,24372.45,24172.6,24205.35,287007588,33403.89,1.68449495358765,-0.117612996755789,0.546298166082337,-0.0321148357917078,0.0172728710322145,-0.005566773551457738,-0.005582325779352925,0.008267625327850633
2024-11-01,24302.75,24368.25,24280.2,24304.35,38811387,3348.45,0.518670570596402,0.416110384524115,0.0703347225246453,0.741296069426722,0.0172728710322145,0.004090004895611843,0.004081663561917463,0.00362641164405562
2024-11-04,24315.75,24316.75,23816.15,23995.35,285531635,31561.52,0.271611092853208,-0.714919987756513,0.262291682673066,-1.51539968714335,0.051827564174256,-0.012713773460306443,-0.012795285095394087,0.021019350314807325
2024-11-05,23916.5,24229.05,23842.75,24213.3,289511197,30074.77,-0.100294523208799,1.11656634042683,0.261974896300687,0.440810995629204,0.0172728710322145,0.009083009833155131,0.009042007396008536,0.016201990122783626
2024-11-06,24308.75,24537.6,24204.05,24484.05,351082031,34108.84,0.0128683490265624,-0.0153467007790287,0.931200145711752,2.03702030196027,0.0172728710322145,0.011181871120417242,0.01111981616471547,0.01378075156843583
2024-11-07,24489.6,24503.35,24179.05,24199.35,322185588,30971.89,1.15364899035098,0.0565016276175667,-0.101479397613846,-0.949819589307921,0.017098250327563,-0.011627978214388546,-0.011696111838928169,0.01341243762678845
2024-11-08,24207.7,24276.15,24066.65,24148.2,298725122,27670.3,-0.429202384157013,-0.893649672607322,-0.567463431290949,-0.849497416270995,0.0170982503276074,-0.0021136931363857636,-0.002115930138503043,0.008704992177972421
2024-11-11,24087.25,24336.8,24004.6,24141.3,273370562,26600.28,-0.603500427198733,-0.437968000492062,0.473782116207788,-0.604749763772106,0.0513035219875224,-0.0002857355827764474,-0.0002857764129660236,0.01383901418894715
2024-11-12,24225.8,24242.0,23839.15,23883.45,255825829,26852.73,-0.231689288188186,-0.136058724611543,-0.236109505958415,-1.16057771889272,0.0170982503276074,-0.010680866399075395,-0.01073831629523262,0.01689867298120942
2024-11-13,23822.45,23873.6,23509.6,23559.05,304569316,27765.81,-1.28145140410534,-0.422698063749871,-0.959023084028654,-2.00431165726395,0.017098250327563,-0.013582627300494754,-0.01367571506132014,0.015483036716915644
2024-11-14,23542.15,23675.9,23484.15,23532.7,257708474,24814.37,0.766920548521233,-0.475651664103982,0.831775326629014,0.185839745374161,0.0170874453990333,-0.0011184661520731165,-0.001119092102119271,0.008165081555006249
2024-11-18,23605.3,23606.8,23350.4,23453.8,263311912,25257.33,-0.223117125417116,0.373167460885493,0.0126855703296735,-0.631653168096047,0.0683673024394205,-0.0033527814487925856,-0.0033584146152224673,0.010980539947923711
2024-11-19,23529.55,23780.65,23464.8,23518.5,297477279,30486.78,0.514357592812154,-0.277633360334839,0.236093526159831,0.444352490429156,0.0170874453990333,0.002758614808687776,0.002754816814055903,0.013460587774027572
2024-11-21,23488.45,23507.3,23263.15,23349.9,420332354,40900.89,0.150306404895661,-0.247452142246385,0.525842660934517,-1.29179374032379,0.0341778106060175,-0.007168824542381436,-0.007194644035988204,0.0104951393083051
2024-11-22,23411.8,23956.1,23359.0,23907.25,367562789,39257.52,-0.92133752093424,-0.114343308600906,-0.126294158356932,1.75794036420762,0.0171352925693036,0.02386948123974819,0.023589058766826355,0.025561881929877073
2024-11-25,24253.55,24351.55,24135.45,24221.9,687172787,85975.81,-0.0890541350226148,0.363037892779583,0.686966280009038,1.32588930153359,0.0514146867585552,0.013161279528176584,0.01307542239477766,0.00895363459144116
2024-11-26,24343.3,24343.3,24125.4,24194.5,230691771,24140.67,1.0129419923532,0.25281094580254,-0.753843218178529,0.0701784196450062,0.0171352925693036,-0.0011312077087264338,-0.0011318480070857482,0.00903197459938479
2024-11-27,24204.8,24354.55,24145.65,24274.9,295011445,31149.09,0.679188663065067,-0.366628159330473,0.594281055325574,0.867451714645773,0.0171352925693036,0.0033230692926078387,0.0033175600994260466,0.008651661893550093
2024-11-28,24274.15,24345.75,23873.35,23914.15,366745300,41198.27,1.13990495825811,0.494477262001047,-0.0459451159320445,-0.470924941020479,0.0172247906950806,-0.014861029293632533,-0.014972560750343969,0.01978775496526468
2024-11-29,23927.15,24188.45,23927.15,24131.1,282104071,30509.98,-0.110198265441952,0.0920887014261407,0.38915219740423,0.991364850999465,0.0172247906950806,0.009072034757664271,0.009031131050783837,0.010920648719132836
2024-12-02,24140.85,24301.7,24008.65,24276.05,220384187,23162.75,0.291289591346766,0.28854391795996,0.42615843533218,0.722330248947833,0.051683273398706,0.006006771344862161,0.005988802614002176,0.012206017414556805
2024-12-03,24367.5,24481.35,24280.0,24457.15,339470947,34228.3,0.234933393089576,0.501367587320045,-0.441346257678932,0.761330695407159,0.0172247906950806,0.0074600274756395635,0.007432339089484512,0.008292833607907684
2024-12-04,24488.75,24573.2,24366.3,24467.45,348003156,34639.78,0.755940235697095,-0.0247574008997664,0.0207291805650156,0.0927157600190576,0.0172247906950806,0.00042114473681520437,0.0004210560802611515,0.008491235846230304
2024-12-05,24539.15,24857.75,24295.55,24708.4,361469920,40471.33,-0.535498154384051,-0.134395208869154,0.376322379865823,0.612157053615947,0.0170596593446204,0.009847777353177323,0.009799604002543387,0.023140040048486275
2024-12-06,24729.45,24751.05,24620.5,24677.8,226731303,23904.13,0.0710290082571507,0.857763692983649,0.201452457558493,0.18748404854394,0.0170596593446204,-0.0012384452251057443,-0.0012392127321359235,0.005302491825917397
2024-12-09,24633.9,24705.0,24580.05,24619.0,248139308,25099.79,0.652973884442898,-0.0054328965951033,0.138098247586549,-0.0953752239352235,0.0511877094896418,-0.002382708345152307,-0.0023855515118706054,0.0050833907986355086
2024-12-10,24652.65,24677.8,24510.65,24610.05,261048951,26093.38,0.308572507503024,-0.0113561438143783,-0.0838389173822063,-0.0209807063182077,0.0170596593446204,-0.0003635403550104055,-0.00036360645182499104,0.0068194845913918155
2024-12-11,24620.5,24691.75,24583.85,24641.8,187252712,21592.23,0.235127457919582,0.123007102576311,0.396453068767211,0.208916816198279,0.0170596593446204,0.0012901233439184256,0.0012892918498735822,0.0043890602977158365
2024-12-12,24604.45,24675.25,24527.95,24548.7,266051129,28235.17,-0.576606287356174,-0.150225589395558,0.0015746348583034,-0.46429438157658,0.0171087975858075,-0.003778133090926783,-0.003785288263568475,0.006005393846611693
2024-12-13,24498.35,24792.3,24180.8,24768.3,310080852,30429.73,-0.337376256355781,-0.369499433901543,0.230225369593473,0.340543805450144,0.0171087975858075,0.008945483874909899,0.008905710055423979,0.025288658770594854
2024-12-16,24753.4,24781.25,24601.75,24668.25,187551629,18608.23,0.983231612785862,-0.302615143319229,0.975661870124056,0.0062779404188084,0.0513351745868862,-0.004039437506813126,-0.004047618071851404,0.007296228926803988
2024-12-17,24584.8,24624.1,24303.45,24336.0,264881033,26765.16,0.937520792478996,-0.567661370034378,0.567203753320755,-0.966396303995598,0.0171087975858075,-0.013468730047733413,-0.01356025614827435,0.013193600085584466
2024-12-18,24297.95,24394.45,24149.85,24198.85,235346534,23315.92,-0.110345385002242,-0.749250006456148,0.155270828084997,-0.565110779394296,0.0171087975858075,-0.005635683760683796,-0.005651624144595778,0.010128427298720374
2024-12-19,23877.15,24004.9,23870.3,23951.7,271128027,27815.23,0.322833800761591,0.65517169968381,0.429596138377142,-0.679445561707515,0.0171725870002026,-0.01021329525989867,-0.010265808823608006,0.005638806382827287
2024-12-20,23960.7,24065.8,23537.35,23587.5,442714411,47084.68,-0.298446333154134,-0.327944179530337,-0.466191771731572,-2.13852443576192,0.0171725870002026,-0.015205601272561098,-0.015322391854064712,0.022451550408181073
2024-12-23,23738.2,23869.55,23647.2,23753.45,189758237,18243.28,-1.24650009836553,0.125102773611685,-0.290591203471235,0.0695115620618969,0.0515266084393673,0.00703550609432968,0.007010872394205524,0.009402804560370723
2024-12-24,23769.1,23867.65,23685.15,23727.65,177664746,16010.71,0.41595063677049,0.106173268930077,0.14424692087629,0.0434014642486602,0.0171725870002026,-0.0010861580107310864,-0.0010867483078192092,0.007705249913975634
2024-12-26,23775.8,23854.5,23653.6,23750.2,177681783,16695.1,-0.71140331631665,-0.263486800331936,0.203727664126041,0.0360998302187721,0.0343481229778675,0.000950368030546711,0.000949916716770124,0.008493421720161052
2024-12-27,23801.4,23938.85,23800.6,23813.4,176821521,17164.99,0.461982949922013,-0.608247789457428,-0.139562382063951,0.0259220564466478,0.0173687494552377,0.0026610302229033156,0.0026574959504618452,0.005808677092174148
2024-12-30,23796.9,23915.35,23599.3,23644.9,364929453,33823.95,-0.231410631116624,-1.01148848931636,-0.874309431901699,-0.443612734354004,0.0521152990933915,-0.0070758480519371725,-0.007101000585328371,0.013392346383155403
2024-12-31,23560.6,23689.85,23460.45,23644.8,193627727,18646.79,0.291388809581172,0.986537899716722,0.613697910640387,0.319667420289105,0.0173687494552821,-4.229241823860974e-06,-4.229250767129392e-06,0.009778158560470826
2025-01-01,23637.65,23822.8,23562.8,23742.9,154921938,14266.26,1.19268749816677,-0.0111628784967288,0.0506068292485784,0.527762755935313,0.0173687494552377,0.004148903775883062,0.004140320806365605,0.011034342268321253
2025-01-02,23783.0,24226.7,23751.55,24188.65,283200811,32237.25,-0.933478509662677,0.23362229509738,0.0152465827552017,1.27371031181971,0.0174900275360157,0.0187740335005413,0.018599976460843735,0.02000501019933442
2025-01-03,24196.4,24196.45,23976.0,24004.75,312279515,29411.99,-0.108109418348246,1.01133341307613,-0.527324082375924,-0.145309662308579,0.0174900275360601,-0.007602739301283967,-0.007631787447708154,0.009194611277944641
2025-01-06,24045.8,24089.95,23551.9,23616.05,278061806,25853.64,-1.01563267515503,-1.16617104290989,0.0723527867665164,-2.43448444312997,0.0524792601750645,-0.016192628542267662,-0.01632516180719982,0.02284529061349612
2025-01-07,23679.9,23795.2,23637.8,23707.9,262337253,22485.65,1.30501110747345,0.870901869014551,0.143448377652788,0.694892880369125,0.0174900275360601,0.003889304096154955,0.003881760306713088,0.006658826117489845
2025-01-08,23746.65,23751.85,23496.15,23688.95,266375381,24718.54,-0.983047831032025,0.609737637089403,-1.14439029423782,-0.388057432686473,0.0174900275360157,-0.0007993116218644181,-0.0007996312417274388,0.01088263396343644
2025-01-09,23674.75,23689.5,23503.05,23526.5,269239831,26793.85,0.0688068615001258,-1.04116533163803,-0.569131316785598,-0.858623286841287,0.017484632827669,-0.0068576277124988705,-0.0068812492953755225,0.007933012949383197
2025-01-10,23551.9,23596.6,23344.35,23431.5,261022434,25017.6,-1.29874502570361,-0.351874938341068,-0.209537021954931,-1.1737593927695,0.0174846328277134,-0.004037999702463213,-0.004046174437066828,0.010805612492958682
2025-01-13,23195.4,23340.95,23047.25,23085.95,316481107,26890.37,-1.03764823395405,-0.683446724917514,-1.25193114484529,-3.15993381512195,0.052463070389086,-0.014747241960608504,-0.014857063581440453,0.012743385870331633
2025-01-14,23165.9,23264.95,23134.15,23176.05,311235510,31174.05,0.232255255760316,1.69655966832869,-0.354131661047463,1.10496471859856,0.017484632827669,0.0039028066854513987,0.003895210493337629,0.005653979074225734
2025-01-15,23250.45,23293.65,23146.45,23213.2,228039156,21587.78,-0.0764406946068719,-0.256788162749821,-0.314683222167922,0.35775890313352,0.017484632827669,0.0016029478707546563,0.0016016645210618786,0.006359506533399321
2025-01-16,23377.25,23391.65,23272.05,23311.8,299416081,29784.82,0.661669638116291,0.443184368894034,0.0873709972093684,0.747583211937219,0.0175092934864729,0.004247583271586697,0.004238587753573933,0.005139212059101033
2025-01-17,23277.1,23292.1,23100.35,23203.2,272945267,27040.78,-0.648683563050512,0.679641711045087,-0.788356364256682,0.382536040645021,0.0175092934865173,-0.0046585849226571385,-0.004669469948432585,0.008300740032077437
2025-01-20,23290.4,23391.1,23170.65,23344.75,301455455,27333.97,0.135715146882931,0.793169088880408,-0.0564316240320828,0.384853512444816,0.0525370782569867,0.006100451661839701,0.006081919239174112,0.009514191444780232
2025-01-21,23421.65,23426.3,22976.85,23024.65,312871897,30106.72,-0.261716719713923,0.38912309005088,-1.05599999226847,-1.67331128559631,0.0175092934864729,-0.013711862410177855,-0.013806738277095545,0.01956099291243146
2025-01-22,23099.15,23169.55,22981.3,23155.35,275951918,25462.05,-1.23414022007812,-0.209582777249961,-0.814308718312107,-0.545185691407568,0.0175092934864729,0.005676524941747196,0.005660474187066116,0.00819144260768538
2025-01-23,23128.3,23270.8,23090.65,23205.35,275558357,27723.78,-0.166521247437634,-0.826609743307238,0.89786424771876,0.771296545670097,0.0175229072763461,0.0021593281898135697,0.0021570001913706685,0.007801859194089288
2025-01-24,23183.9,23347.3,23050.0,23092.2,264336332,24412.46,-0.587881985475081,-0.678790516171268,-0.429397886842353,-1.29057176600766,0.0175229072763905,-0.004876030742910431,-0.004887957366329596,0.012898047722342702
2025-01-27,22940.15,23007.45,22786.9,22829.15,257372790,24202.41,-1.43771667967157,-0.474246947156942,-0.779053493017423,-2.49328896347457,0.0525779339354937,-0.01139129229783209,-0.011456670033394137,0.009678806682787007
2025-01-28,22960.45,23137.95,22857.65,22957.25,361868609,33221.8,-1.25086257109717,0.113874509633982,-0.852007326088577,-0.674601596361835,0.0175229072763461,0.005611247024089661,0.0055955626228530505,0.01226285291795085
2025-01-29,23026.75,23183.35,22976.5,23163.1,251208119,22307.38,1.51832087173176,-0.176782692884181,1.33331688880962,1.79567111056342,0.0175229072763461,0.008966666303673154,0.008926704456753254,0.009002676647879291
2025-01-30,23169.5,23322.05,23139.2,23249.5,384687127,35252.87,-0.650779195701923,0.396182439065274,0.0200738072957174,0.288706419619889,0.017403699480889,0.003730070672751218,0.0037231312102430775,0.007902174664638299
2025-01-31,23296.75,23546.8,23277.4,23508.4,326919177,28638.01,0.132570429474144,-0.0028508989740272,-0.0090758554393999,1.5308603358585,0.017403699480889,0.011135723348889348,0.011074177663955638,0.011573457516732874
2025-02-01,23528.6,23632.45,23318.3,23482.15,287703637,25741.04,0.911554598725117,-1.3433400780905,-0.0422737754414815,0.047469377784215,0.017403699480889,-0.0011166221435742196,-0.0011172460305538994,0.013472251407692733
2025-02-03,23319.35,23381.6,23222.0,23361.05,347241171,32019.13,-0.180104974602369,-1.17376602140944,0.323120276306232,-1.20334903962017,0.0348104278493411,-0.0051571086974575575,-0.005170452479175173,0.0068727930410816705
2025-02-04,23509.9,23762.75,23423.15,23739.25,376742506,35974.3,-0.647776183691096,0.857704494361111,-0.129733360451822,1.26069180181503,0.017403699480889,0.016189340804458663,0.016059690853104273,0.014498476934144149
2025-02-05,23801.75,23807.3,23680.45,23696.3,267014345,25806.44,0.223956589693852,1.01276879264613,0.378371000991407,0.34309541641997,0.0174036994808446,-0.0018092399717767327,-0.0018108786231885072,0.00535673942007008
2025-02-06,23761.95,23773.55,23556.25,23603.35,306978683,30885.59,0.892363513036543,0.194024206279564,-0.362509627632102,-0.575714817717421,0.0171610134085398,-0.003922553310010457,-0.003930266699640655,0.009224728044574127
2025-02-07,23649.5,23694.5,23443.2,23559.95,368092482,30042.0,-1.25709137583495,0.470029608673994,0.668457979048864,-0.118577271388132,0.0171610134085398,-0.0018387220458111475,-0.0018404145702315485,0.010719526344526314
2025-02-10,23543.8,23568.6,23316.3,23381.6,225529166,21254.72,-0.484294230611326,-0.675096986798029,-0.0536824970448491,-1.56541551607715,0.0514918757424709,-0.007570050021328711,-0.007598848278210316,0.010820756294952428
2025-02-11,23383.55,23390.05,22986.65,23071.8,267969979,27191.96,-1.67807648791358,-0.184754622208472,-0.62722558694901,-2.26619708128315,0.0171610134085398,-0.013249734834228644,-0.013338295712820561,0.017549316668587975
2025-02-12,23050.8,23144.7,22798.35,23045.25,279656513,26989.94,-0.241445641558302,0.160350538758203,0.794608340238145,-0.403067055064754,0.0171610134085398,-0.0011507554677138154,-0.0011514180951839536,0.015191888886695844
2025-02-13,23055.75,23235.5,22992.2,23031.4,265706855,25218.86,-0.388885140971462,0.576853291661616,0.145804673023209,-0.215886512976882,0.0171003083609955,-0.0006009915275381195,-0.0006011721953363763,0.010581849496785834
2025-02-14,23096.45,23133.7,22774.85,22929.25,254479643,22049.89,-1.61103519175941,-0.615639323884498,-0.0181519918185935,-1.79161080208895,0.0171003083609955,-0.004435249268390229,-0.0044451141660866375,0.01575641551975105
2025-02-17,22809.9,22974.2,22725.45,22959.5,207393944,19809.44,-1.47987919126263,0.835993387123191,-0.451384340052807,-0.195702662398722,0.0513096981994421,0.0013192755977626813,0.001318406118349223,0.010945877859404323
2025-02-18,22963.65,22992.5,22801.5,22945.3,210616675,19431.37,-2.14289161477732,0.525225522465167,-0.26596748938027,-0.495543362912654,0.0171003083609955,-0.0006184803676038131,-0.0006186717054829174,0.008376641887595114
2025-02-19,22847.25,23049.95,22814.85,22932.9,206999204,19817.93,2.1558902293515,0.378487322118803,0.615504079528018,0.605648329987041,0.0171003083609955,-0.0005404156842576668,-0.0005405617614442019,0.010304691900231745
2025-02-20,22821.1,22923.85,22812.75,22913.15,240836647,21303.88,0.312692812496329,0.532130337433734,-0.156114588366962,0.836728812782783,0.0171003083609955,-0.0008612081332932675,-0.0008615791860687675,0.004870083615521958
2025-02-21,22857.2,22921.0,22720.3,22795.9,242753984,21994.37,0.234977167181438,-0.222337450832999,0.156717113302296,-0.683629175221945,0.0171003083609955,-0.0051171488861200265,-0.005130286329146502,0.008833510120905125
2025-02-24,22609.35,22668.05,22518.8,22553.35,214317552,20772.95,0.118985885334477,-0.578250660848234,-0.0695256636116248,-1.2469371024145,0.0513096981994421,-0.010640071240881177,-0.01069708155537406,0.006627795442030659
